ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
21170,15,146.45,3,2214.46,2025-02-03,In Process,1,2,2025,Planes,143.37,S71_9371,"Benson, Sherman and Barrett",297.752.9615,7627 Alexis Throughway,Apt. 114,Patriciaport,AS,11156,Finland,EMEA,Collins,Randall,Medium,Cash
11493,33,57.75,10,1919.45,2025-04-02,In Process,2,4,2025,Motorcycles,56.05,S64_3619,Tran Inc,758-758-3499x191,7634 Carla Pine,Suite 544,West Sandra,PR,62295,Bosnia and Herzegovina,LATAM,Mcintyre,Katherine,Small,Credit Card
22913,26,45.33,6,1196.42,2025-05-27,Shipped,2,5,2025,Trains,49.5,S91_4996,Cooper LLC,001-308-556-5069,69581 Parker Brook Apt. 919,Suite 476,Burnston,NJ,66553,Maldives,APAC,Levine,Douglas,Small,Cash
28067,54,71.66,3,3973.97,2025-02-07,In Process,1,2,2025,Trucks and Buses,73.64,S70_4034,Morris-Anderson,927-751-0170,22381 Davis Orchard,Suite 637,Markport,FL,57138,Christmas Island,LATAM,Graham,Mary,Medium,Credit Card
28283,37,87.9,1,3335.72,2025-05-04,Shipped,2,5,2025,Classic Cars,87.53,S41_4428,"Serrano, Williams and Santos",+1-644-758-7060,870 Jones Underpass Suite 002,Apt. 379,Mariefort,GA,69438,Cyprus,LATAM,Lee,Alexander,Medium,Cash
20264,98,72.58,9,7168.12,2025-06-25,Shipped,2,6,2025,Trucks and Buses,74.05,S16_2885,Calhoun-Calhoun,+1-378-890-0836x112,42898 Brandon Junction Apt. 087,Apt. 389,Ramirezton,LA,46151,Dominica,LATAM,Beasley,Michael,Large,PayPal
10941,36,76.13,1,2965.43,2025-04-15,Resolved,2,4,2025,Classic Cars,72.29,S86_1114,Smith-Diaz,+1-845-494-1888x1820,836 Anita Turnpike Suite 475,Suite 716,Princeton,NH,18831,Egypt,EMEA,Roberts,Karen,Medium,PayPal
28845,70,57.52,9,3916.35,2025-02-04,Shipped,1,2,2025,Trucks and Buses,48.4,S57_3551,"Barrera, Robinson and Davis",001-836-904-7946x46108,2318 Michael Keys,Suite 018,East Sandra,FL,4758,Algeria,APAC,Chambers,Stephen,Medium,Cash
25751,20,91.04,2,1803.47,2025-03-17,In Process,1,3,2025,Classic Cars,96.71,S95_9951,"Jackson, Mcdaniel and Adams",986-627-3820x51514,710 Hogan Shoal,Suite 876,Mcintoshfort,AR,24391,Solomon Islands,APAC,Sexton,Amy,Small,Credit Card
13890,82,80.86,10,6768.92,2025-06-10,Shipped,2,6,2025,Trucks and Buses,87.16,S93_2749,Johnson Group,(624)222-1344,2251 Dorsey Inlet,Apt. 386,Nicholasfort,ND,90536,Wallis and Futuna,APAC,Rogers,Bradley,Large,Credit Card
27895,23,115.02,10,2432.22,2025-01-10,Shipped,1,1,2025,Classic Cars,101.92,S31_7296,Martinez Group,001-829-589-6596,7135 Kimberly Isle,Suite 852,West Janice,GU,28837,Lesotho,EMEA,Wilkins,Samuel,Medium,Credit Card
25301,18,42.59,1,745.04,2025-03-13,Cancelled,1,3,2025,Trains,46.71,S80_7595,Kim-Moss,471.309.8750,6224 Lisa Parkway,Apt. 396,East Jesseland,NM,50210,Mali,EMEA,Harris,Gina,Small,Cash
28888,80,68.36,4,5492.34,2025-05-12,In Process,2,5,2025,Trucks and Buses,69.33,S28_1308,Gill Group,001-409-504-0052x52867,5074 Simmons Center Apt. 809,Suite 614,Murrayville,PA,80124,Saint Kitts and Nevis,EMEA,Harris,Jennifer,Large,Credit Card
14473,37,77.43,9,2907.41,2025-06-07,In Process,2,6,2025,Motorcycles,68.6,S14_7064,Hill-Smith,001-567-594-4472,9745 Ronnie Greens,Suite 956,Lopezbury,OK,55923,Barbados,LATAM,Howe,Scott,Medium,PayPal
26510,46,72.62,5,3265.91,2025-05-12,Shipped,2,5,2025,Motorcycles,86.62,S46_3158,"Whitaker, Higgins and Knight",975-732-6424,0711 Jamie Haven,Suite 876,Vincentport,MT,39388,Trinidad and Tobago,LATAM,Mata,Martha,Medium,Cash
11697,12,114.62,8,1339.49,2025-03-07,In Process,1,3,2025,Ships,113.03,S72_8151,"Martinez, Long and Skinner",631-297-0144,9146 Julia Avenue,Apt. 634,Derekmouth,WI,27519,Saint Lucia,LATAM,Williams,Samuel,Small,Credit Card
25486,16,46.05,6,808.24,2025-01-08,Shipped,1,1,2025,Trains,54.95,S42_6282,Jones Group,(705)689-2886x99324,54325 Ryan Rue,Suite 397,East Russell,MT,47486,Japan,APAC,Bradley,Donna,Small,Cash
20877,66,59.34,5,3870.14,2025-06-15,Cancelled,2,6,2025,Trucks and Buses,71.0,S68_2335,Reese Group,936.590.1217x6951,54582 Brandon Hills Apt. 287,Suite 265,West Tiffany,AL,5988,Morocco,LATAM,Perry,Charles,Medium,Cash
16426,45,51.44,8,2178.29,2025-03-20,On Hold,1,3,2025,Motorcycles,41.91,S69_8314,Martin and Sons,001-902-727-2932x0661,0564 Valerie Plains,Suite 069,New Amandaside,CO,90986,Palau,APAC,Thompson,James,Medium,Bank Transfer
14773,10,107.34,3,1092.62,2025-05-07,Cancelled,2,5,2025,Vintage Cars,127.01,S43_4759,Bauer Group,555-321-0535x659,7672 Lee Green,Apt. 947,North Lori,PR,88202,Saint Helena,LATAM,Hoover,James,Small,PayPal
16058,9,123.73,1,964.62,2025-05-29,Shipped,2,5,2025,Vintage Cars,142.19,S59_4778,Trevino-Moore,798.887.2540x85456,2729 Regina Ferry,Suite 582,New Kristinchester,MD,67679,Czech Republic,LATAM,Jordan,James,Small,Bank Transfer
23345,95,61.9,5,5930.61,2025-04-21,Shipped,2,4,2025,Trucks and Buses,51.14,S27_1654,Nguyen-White,782-681-3273,2027 Sherry Mills Apt. 744,Suite 258,Morrisonbury,IL,43294,Qatar,APAC,Little,Briana,Large,Credit Card
17003,7,120.7,1,848.69,2025-03-31,On Hold,1,3,2025,Ships,126.23,S13_5523,Wagner LLC,001-979-230-8845x44193,760 Andrea Wall,Suite 420,Houstonville,CT,4425,Palestinian Territory,APAC,James,Aaron,Small,Credit Card
13570,63,84.78,3,5382.35,2025-01-19,Resolved,1,1,2025,Trucks and Buses,72.81,S85_8417,Hernandez PLC,319-426-6590x1680,692 Jaclyn View Suite 738,Suite 346,Coxborough,MO,92211,Cape Verde,EMEA,Reyes,Miranda,Large,Cash
28135,45,93.87,7,4261.67,2025-06-18,On Hold,2,6,2025,Classic Cars,84.65,S18_4851,"Yates, Ward and Oconnor",926-323-9158,26874 Matthew Loaf Suite 002,Apt. 336,New Kara,NH,59353,Uganda,LATAM,Ross,Randy,Medium,PayPal
19946,49,64.53,2,3145.51,2025-02-21,Shipped,1,2,2025,Motorcycles,68.11,S10_9135,"Smith, King and Alvarez",953.973.0192x7678,418 Williams Road Suite 184,Suite 195,Davidport,SD,45980,Bouvet Island (Bouvetoya),APAC,Smith,Sandra,Medium,Credit Card
25229,11,85.48,10,946.03,2025-06-08,In Process,2,6,2025,Ships,72.31,S72_8490,Davis-Anderson,(267)516-3384,295 Taylor Groves,Apt. 811,Christopherchester,CT,25372,Turkey,APAC,Oconnor,Jessica,Small,PayPal
25298,19,81.4,8,1502.1,2025-05-19,Resolved,2,5,2025,Ships,88.58,S33_9072,"Chavez, Williams and Allen",918-622-2848,47680 Jackson Skyway Apt. 009,Suite 387,New Sandrahaven,KS,21589,Japan,EMEA,Wood,Courtney,Small,Credit Card
14336,44,42.5,6,1981.0,2025-03-19,Resolved,1,3,2025,Motorcycles,35.81,S60_4647,Osborne Ltd,259-342-1895,68926 Williams Manor,Apt. 346,South Nathan,AS,27459,South Africa,APAC,Banks,Nancy,Small,Credit Card
15563,10,28.28,8,233.32,2025-04-14,Shipped,2,4,2025,Trains,31.33,S90_3096,"Hill, Burns and Pineda",(465)895-9589x87812,06204 Monica Walks,Suite 492,Khanport,WV,13271,Djibouti,EMEA,Huffman,Darrell,Small,Credit Card
16662,9,138.58,9,1239.36,2025-02-20,Shipped,1,2,2025,Ships,139.05,S30_6964,"Fry, Robinson and Jones",3488772693,1364 Kerr Landing Apt. 117,Suite 217,New Daniel,OH,76952,Cook Islands,LATAM,Moore,Aimee,Small,Credit Card
12995,89,70.66,6,6318.75,2025-06-01,Shipped,2,6,2025,Trucks and Buses,80.23,S87_9791,Koch Group,001-733-600-9849x221,892 Hubbard Field,Apt. 169,Jimmystad,FM,22463,Senegal,APAC,Miller,Bryan,Large,Credit Card
26661,49,42.58,1,2203.47,2025-06-20,Shipped,2,6,2025,Motorcycles,41.21,S98_9348,Villa and Sons,+1-647-777-5377x377,7496 Joseph Meadows,Suite 988,Lake Melissaborough,CO,40124,Reunion,APAC,Silva,Rebecca,Medium,Bank Transfer
26766,41,78.44,9,3001.04,2025-05-13,Shipped,2,5,2025,Motorcycles,88.34,S95_1534,Lewis-Martin,001-758-907-6880x29726,65248 Tammy Walks,Suite 233,Saunderschester,NH,60016,Congo,EMEA,Cruz,Samuel,Medium,Bank Transfer
24635,50,73.42,1,3501.74,2025-06-28,Shipped,2,6,2025,Motorcycles,79.03,S40_7673,Jensen-Richardson,896-616-2940x671,949 Anthony Burgs,Suite 516,East Daniel,WI,57745,Lesotho,APAC,Cabrera,Deborah,Medium,Credit Card
21624,54,63.04,9,3318.03,2025-01-29,Shipped,1,1,2025,Motorcycles,70.04,S25_1411,Sanford Inc,386.266.1978x09195,97806 Weaver Groves Apt. 520,Apt. 263,Snyderton,WV,63286,Antigua and Barbuda,LATAM,Rojas,Mark,Medium,Credit Card
21813,13,111.7,9,1439.51,2025-05-07,Shipped,2,5,2025,Ships,126.6,S54_5390,Jackson PLC,538-742-5972,139 Gutierrez Pines,Apt. 367,South James,MS,49940,Canada,APAC,Hall,Linda,Small,Cash
19769,14,88.97,7,1197.58,2025-03-12,Shipped,1,3,2025,Ships,92.05,S54_9869,Cunningham PLC,210-626-6512x8491,5784 Christopher Rapids Suite 416,Apt. 932,East Janice,FL,23603,Cocos (Keeling) Islands,LATAM,Campbell,Christine,Small,Credit Card
17657,12,87.26,6,997.37,2025-03-03,Shipped,1,3,2025,Ships,85.49,S55_2356,Wilson-Rodriguez,(830)874-7801x594,9185 Robert Pine,Apt. 209,Carlsonshire,PW,51439,Oman,EMEA,Wilkins,Michael,Small,PayPal
24159,30,39.4,5,1082.29,2025-02-03,On Hold,1,2,2025,Trains,38.13,S47_8556,"Grimes, Schwartz and Cortez",001-315-385-1623x2288,2890 Tanya Highway Apt. 130,Apt. 310,New Kristenborough,MI,43543,Palestinian Territory,LATAM,Martin,Christy,Small,Credit Card
29448,30,49.06,7,1524.49,2025-05-11,Shipped,2,5,2025,Motorcycles,58.8,S50_8022,"Gallagher, Ruiz and Romero",001-300-263-4719x017,831 Weaver Ranch,Apt. 773,West Gerald,AZ,68609,Cook Islands,LATAM,Garcia,Kenneth,Small,PayPal
13584,14,22.81,8,375.04,2025-01-10,Cancelled,1,1,2025,Trains,24.77,S11_7093,"Wheeler, Gomez and Hall",8596328419,5164 Jeremy Camp,Suite 685,Port Garrettland,OH,64777,Nauru,LATAM,King,Lisa,Small,Bank Transfer
23948,40,51.12,3,2051.41,2025-05-30,Shipped,2,5,2025,Motorcycles,59.82,S23_1234,Hammond-Taylor,+1-730-849-6267,4151 Young Courts Suite 613,Suite 692,Lake Rebeccaton,OH,22490,Wallis and Futuna,LATAM,Gray,Jennifer,Medium,Credit Card
16146,22,100.47,2,2291.88,2025-02-19,In Process,1,2,2025,Classic Cars,85.54,S73_1737,Hernandez and Sons,389-304-4301x316,92842 Jeremy Overpass Suite 687,Apt. 586,Josephmouth,AR,55003,Svalbard & Jan Mayen Islands,LATAM,Palmer,Daniel,Medium,PayPal
15593,31,61.59,4,1996.96,2025-02-01,Resolved,1,2,2025,Motorcycles,61.83,S60_4138,Young LLC,(730)311-5980x6967,08286 Berry Common,Apt. 786,New John,NJ,71738,Lesotho,APAC,English,Cameron,Small,Credit Card
15846,11,45.51,4,523.09,2025-06-21,Cancelled,2,6,2025,Trains,52.27,S57_1412,Durham Group,899.537.9750x867,8106 Kim Isle Suite 421,Suite 451,Lake Sarahborough,CO,90085,Belgium,LATAM,Hart,Drew,Small,PayPal
28724,78,71.55,6,5608.44,2025-02-22,Cancelled,1,2,2025,Trucks and Buses,80.82,S42_3582,Nguyen PLC,(543)216-5635,469 Wesley Centers Suite 249,Apt. 372,Andrewmouth,AR,1478,Anguilla,APAC,Kidd,Eric,Large,Bank Transfer
12617,21,67.57,5,1589.05,2025-06-21,Shipped,2,6,2025,Classic Cars,71.99,S71_1699,Cardenas and Sons,(399)256-6901x44748,314 Autumn Unions Suite 306,Suite 505,Davismouth,PA,90373,Japan,EMEA,Jones,Michael,Small,Cash
10565,56,66.26,3,3547.86,2025-05-25,Cancelled,2,5,2025,Motorcycles,65.32,S67_1055,Armstrong-Jackson,590.642.7638,77456 John Way Suite 843,Suite 116,Jorgestad,TN,8287,Bangladesh,LATAM,Norris,Jessica,Medium,PayPal
20024,83,83.06,3,6899.72,2025-02-21,Shipped,1,2,2025,Trucks and Buses,74.38,S19_4763,Young Inc,997-684-0185,6998 Wilson Orchard Apt. 258,Apt. 830,Christophershire,VI,59232,Gabon,LATAM,Roberts,Melissa,Large,Credit Card
23284,46,74.55,6,3337.1,2025-06-06,On Hold,2,6,2025,Motorcycles,61.04,S41_7232,"Briggs, Esparza and Andrews",421.348.2627,61819 Lopez Row,Apt. 652,South Patrick,SD,41895,Monaco,EMEA,Chavez,Steven,Medium,Bank Transfer
15443,54,76.34,10,4033.7,2025-04-19,In Process,2,4,2025,Motorcycles,66.99,S89_6842,Harding-Pennington,8613914739,92577 Desiree Land,Apt. 741,Jeffreyland,MD,9763,French Southern Territories,EMEA,Stanley,Tracy,Medium,PayPal
28385,81,57.53,8,4665.06,2025-01-30,Shipped,1,1,2025,Trucks and Buses,53.17,S87_6749,Jenkins-Hernandez,4047601273,5341 James Spurs,Suite 118,Christopherborough,SC,12077,Palau,APAC,Young,Phyllis,Medium,Cash
15430,15,112.08,2,1662.27,2025-06-14,Cancelled,2,6,2025,Planes,124.41,S80_5886,Turner Ltd,325.932.3084x69736,423 Elliott Drives,Suite 057,New Kevinchester,MP,69058,Tanzania,LATAM,Ramos,Christopher,Small,PayPal
21838,20,60.26,8,1308.23,2025-03-13,Cancelled,1,3,2025,Classic Cars,51.84,S18_2673,"Johnson, Moore and Lambert",703.735.7039,92963 Edwards Valley Apt. 242,Suite 760,New Christophertown,DE,50750,Nigeria,LATAM,Elliott,Brenda,Small,Credit Card
20422,35,76.62,6,2643.26,2025-01-18,Cancelled,1,1,2025,Classic Cars,79.19,S17_1912,"Dixon, Arroyo and Anderson",(843)495-9150x146,309 Wilson Lock Suite 141,Apt. 543,North Jimmyberg,KY,66398,Kenya,LATAM,Mann,Bryan,Medium,Cash
18201,37,73.81,2,2601.02,2025-06-29,Shipped,2,6,2025,Motorcycles,82.89,S33_9961,Hanson Ltd,840.954.8442x24913,9370 David Unions Suite 105,Suite 241,South Annafort,OR,88225,Bangladesh,LATAM,Walsh,Elizabeth,Medium,Bank Transfer
22623,39,72.76,10,2808.12,2025-03-06,Shipped,1,3,2025,Classic Cars,69.88,S22_9317,"Davis, Carrillo and Lewis",489-698-1867x4690,301 Jason Harbor,Apt. 008,North Lisa,DE,61730,Israel,APAC,Adkins,Amanda,Medium,Cash
14943,45,110.9,9,4992.39,2025-04-22,Shipped,2,4,2025,Classic Cars,131.09,S44_7211,Russell Ltd,+1-720-370-9617,1078 Winters Stravenue Apt. 143,Suite 696,Markfort,PR,89238,Lesotho,LATAM,Castro,Jennifer,Medium,Credit Card
11307,9,124.38,3,1113.87,2025-01-16,Cancelled,1,1,2025,Ships,103.41,S85_9503,Cooke-Gray,826-388-5212,79581 Adams Drive,Suite 909,Chapmanberg,PW,68231,Latvia,EMEA,Reese,Lauren,Small,PayPal
19233,20,76.12,7,1482.33,2025-05-25,In Process,2,5,2025,Classic Cars,75.94,S37_9339,Perry Group,469.768.1560x290,672 Craig Locks,Apt. 458,West Christinaberg,GA,20244,Northern Mariana Islands,APAC,Delacruz,Anthony,Small,Credit Card
24480,44,115.04,10,5008.13,2025-05-27,On Hold,2,5,2025,Classic Cars,99.32,S82_3520,Smith LLC,001-434-556-6855x98796,617 Amanda Pass,Apt. 720,New Yolanda,WY,91637,Micronesia,LATAM,Simmons,Kevin,Large,PayPal
13304,8,114.22,10,970.35,2025-03-14,Shipped,1,3,2025,Vintage Cars,121.04,S10_9622,Powers Ltd,+1-357-985-7971,435 Richard Manors Suite 175,Apt. 678,Victoriaborough,ME,34440,Guatemala,LATAM,Thompson,Michelle,Small,PayPal
23242,15,112.51,10,1661.33,2025-01-07,Shipped,1,1,2025,Ships,105.82,S56_8630,Smith Ltd,803-438-5594x382,368 Gregory Valley,Suite 313,South Alyssaberg,FL,68098,Kuwait,APAC,Sparks,Eric,Small,Bank Transfer
16319,17,90.34,5,1469.47,2025-02-06,Shipped,1,2,2025,Ships,87.66,S44_5665,Martinez-Owen,879-555-6015x627,1681 James View,Suite 857,Anthonyshire,TX,52000,Malawi,EMEA,Guerrero,Melanie,Small,PayPal
14273,49,116.09,8,5712.28,2025-04-12,Shipped,2,4,2025,Classic Cars,106.93,S13_8786,"Ingram, Young and Garza",771-850-2881,28747 Amanda Highway Apt. 531,Apt. 268,West Melissaberg,AZ,83599,Uzbekistan,EMEA,Osborne,Elizabeth,Large,Cash
10609,10,47.2,10,476.06,2025-05-26,Shipped,2,5,2025,Trains,43.56,S64_8317,Bryant-Wade,390.581.9352x56482,946 Baker Oval Suite 810,Apt. 096,Harrisberg,OK,97380,Tokelau,EMEA,Esparza,David,Small,Credit Card
18589,52,63.3,6,3297.07,2025-04-28,Cancelled,2,4,2025,Motorcycles,51.5,S44_3541,"Osborn, Roberts and Wright",+1-802-776-5674,898 Sharon Plains,Suite 998,South Madelineburgh,AK,42833,Qatar,EMEA,Mccormick,Steven,Medium,Credit Card
11315,56,74.34,9,4132.0,2025-06-05,On Hold,2,6,2025,Motorcycles,87.15,S37_8844,"Morales, Williams and Harris",+1-728-945-6211,34000 Nicole Mills,Suite 411,Arthurfort,WI,70691,Chile,EMEA,Miller,Mary,Medium,PayPal
17497,24,88.48,9,2153.44,2025-04-22,Shipped,2,4,2025,Classic Cars,96.58,S42_2071,"Clark, Smith and Washington",(736)440-1673x19962,17029 Angelica Corners Apt. 341,Suite 350,Carlstad,HI,46337,Korea,LATAM,Walker,Mark,Medium,Credit Card
28505,11,126.49,5,1383.2,2025-05-07,In Process,2,5,2025,Ships,133.93,S64_7192,Farrell-Garner,(400)563-7845x556,963 Martin Station Suite 548,Apt. 054,South Elizabeth,KS,12025,Thailand,LATAM,Diaz,Nichole,Small,Credit Card
28938,30,53.48,2,1499.43,2025-04-24,Shipped,2,4,2025,Motorcycles,43.5,S63_3575,"Lam, Fletcher and Burns",973.750.9698x4145,98157 Hayes Isle,Suite 525,Stefanieport,LA,82770,Hungary,EMEA,Walker,Samuel,Small,Credit Card
22045,50,90.6,7,4586.99,2025-05-15,Shipped,2,5,2025,Classic Cars,75.17,S20_7804,Hernandez-Baxter,791-362-9451,5334 Bryan Street,Apt. 760,South Eric,TN,21766,Liberia,LATAM,Ali,Jade,Medium,Bank Transfer
18095,32,93.23,2,2919.6,2025-05-17,In Process,2,5,2025,Classic Cars,84.01,S35_7403,Thomas-Jones,+1-886-813-9508x238,18966 Erica Union Suite 687,Suite 297,New Maria,IN,2046,Panama,LATAM,Turner,Richard,Medium,Cash
17579,59,71.16,9,4196.86,2025-05-15,Resolved,2,5,2025,Motorcycles,74.97,S54_4908,Morgan-Thomas,+1-640-236-3295x0083,10351 Kevin Ways Suite 282,Suite 593,West Richardville,AS,72862,Samoa,LATAM,Lang,Jacqueline,Medium,Bank Transfer
24004,30,77.84,6,2356.25,2025-04-18,Shipped,2,4,2025,Motorcycles,63.42,S58_2606,"Munoz, Brooks and Ross",(934)310-2964,1548 Johnson Groves,Apt. 269,Millermouth,NC,63569,Brazil,LATAM,Sandoval,Paul,Medium,Credit Card
26737,35,80.03,1,2752.27,2025-05-13,On Hold,2,5,2025,Classic Cars,90.62,S29_4405,Kirby-Vega,747-611-6561x52628,3627 Tim Greens Apt. 647,Apt. 666,East Edward,IA,79189,American Samoa,APAC,Jones,Stephanie,Medium,Cash
25815,35,54.15,9,1932.02,2025-05-22,Shipped,2,5,2025,Motorcycles,50.23,S35_1148,"Roberts, Smith and Gonzalez",499-584-8018x197,115 Paul Curve Suite 856,Apt. 906,North Kyliebury,NC,97368,Mali,APAC,Buck,Ronald,Small,PayPal
15008,6,136.49,5,845.97,2025-01-25,In Process,1,1,2025,Ships,123.65,S88_7530,Franklin-Cooper,(392)328-5155x649,07200 Taylor Route Suite 551,Suite 949,Jamiefurt,VA,76175,Saint Barthelemy,LATAM,Summers,Amanda,Small,PayPal
14280,16,107.98,10,1708.96,2025-05-01,Shipped,2,5,2025,Ships,106.31,S72_9003,Myers-Henderson,+1-528-344-4927x9197,2488 Sheila Field,Suite 138,Lopezberg,IN,75128,Congo,EMEA,Wagner,Caitlin,Small,Credit Card
18558,38,63.83,1,2450.8,2025-05-30,Resolved,2,5,2025,Classic Cars,72.8,S59_7123,"Morris, Mcdaniel and Johnston",(685)705-7193,14382 Decker Circles,Apt. 516,Monicashire,NV,57039,Albania,APAC,Allison,Curtis,Medium,PayPal
14748,10,104.85,1,1055.63,2025-04-16,Resolved,2,4,2025,Vintage Cars,84.02,S86_1918,Riley-Foster,(632)540-9264,54132 Green Valley Apt. 486,Apt. 312,Riverafort,IN,36650,Saint Helena,APAC,Mann,Kari,Small,PayPal
29679,18,93.87,5,1738.36,2025-02-18,Shipped,1,2,2025,Ships,101.84,S26_8550,Taylor-Reyes,240.765.5725,6571 Dean Canyon,Apt. 508,West Gina,OR,48779,Papua New Guinea,LATAM,Williams,Hector,Small,Cash
10471,13,102.7,4,1265.1,2025-01-12,Shipped,1,1,2025,Planes,118.96,S24_4858,"Cisneros, Shelton and Gentry",2497569547,99969 Green Island Suite 694,Suite 355,North Mark,RI,85520,Saudi Arabia,APAC,Rodriguez,Jacob,Small,Cash
26096,9,102.96,7,892.81,2025-04-20,Resolved,2,4,2025,Vintage Cars,123.38,S10_1454,Pena-Bowen,(243)704-6000,6372 Micheal Corner,Suite 496,Amandaburgh,DC,97175,Monaco,LATAM,Moore,Lisa,Small,Credit Card
18897,58,51.1,8,2987.78,2025-04-02,Shipped,2,4,2025,Motorcycles,42.99,S13_9365,Austin-Hunter,+1-207-664-3230,873 Joseph Road Suite 782,Suite 481,Emmabury,ME,25419,Philippines,APAC,Kent,Mary,Medium,Credit Card
12758,47,99.73,3,4672.93,2025-04-12,In Process,2,4,2025,Classic Cars,113.2,S97_9446,Thompson LLC,001-489-813-9551x04655,4199 Evans Squares,Suite 681,New Nicholasside,OK,13279,Portugal,APAC,Hernandez,Yesenia,Medium,Cash
27034,24,20.73,8,411.59,2025-03-26,Shipped,1,3,2025,Trains,23.1,S71_9529,Castaneda LLC,320-237-3998x59871,689 Michelle Pike Suite 788,Apt. 925,West Karen,AS,52770,Saudi Arabia,APAC,Kelley,Elizabeth,Small,Cash
19101,21,78.15,4,1640.99,2025-02-27,Shipped,1,2,2025,Classic Cars,89.39,S29_9501,Singh-Kelly,+1-586-966-1587x3168,7999 Cox Motorway,Apt. 006,Robertview,NV,86590,Cocos (Keeling) Islands,EMEA,Powell,Billy,Small,Credit Card
12372,26,21.03,9,624.62,2025-06-16,Shipped,2,6,2025,Trains,20.77,S47_9155,Davis Inc,809.771.3195,723 Nathan Spur Suite 443,Apt. 680,Lake Lisa,NE,6117,Colombia,LATAM,Reyes,Miranda,Small,Bank Transfer
24218,42,71.82,10,3061.58,2025-03-22,Cancelled,1,3,2025,Motorcycles,77.74,S79_6241,Martinez Ltd,(549)247-4576,0540 Zachary Curve,Apt. 808,Leslieside,IN,68153,Pakistan,LATAM,Stevens,Christopher,Medium,Bank Transfer
24143,51,65.97,6,3457.03,2025-04-02,In Process,2,4,2025,Motorcycles,63.98,S67_7778,"Avila, Beck and Adams",(218)290-0808x00497,77721 Sanders Trace Apt. 397,Apt. 066,North Gregorymouth,ID,69604,Haiti,LATAM,Sanchez,Christopher,Medium,Credit Card
27445,49,107.19,4,5309.49,2025-01-15,In Process,1,1,2025,Classic Cars,106.29,S23_2854,Nixon-Hubbard,+1-522-507-5986x2344,989 Erin Falls,Suite 953,Port Theresa,NE,3287,Greenland,LATAM,Palmer,Brian,Large,Credit Card
17375,42,116.83,7,4958.02,2025-02-04,Shipped,1,2,2025,Classic Cars,122.24,S78_4104,"Johnson, Taylor and Foster",914.885.0001,3955 Delgado Stream,Apt. 483,Robertville,FM,65990,Antigua and Barbuda,APAC,Hamilton,Stephanie,Medium,Cash
15739,25,37.28,9,863.25,2025-02-22,On Hold,1,2,2025,Trains,32.67,S76_5091,Grimes Group,+1-622-808-4141,0639 Harris Light,Suite 503,New Briana,WI,57812,Nauru,LATAM,Blackwell,Jason,Small,PayPal
18927,9,106.51,5,1101.22,2025-04-23,Shipped,2,4,2025,Planes,90.13,S36_4992,Morse-Snyder,(773)957-0719,825 Gordon Prairie,Suite 127,New Frances,PA,8426,Grenada,LATAM,Shaw,Zachary,Small,Credit Card
11673,14,143.71,6,1934.93,2025-01-04,In Process,1,1,2025,Ships,149.39,S26_5965,"Schmidt, Morrison and Shepard",965.596.2273,5787 Michael Ford Apt. 962,Apt. 907,New Scott,MT,94050,Qatar,APAC,Nguyen,David,Small,Bank Transfer
27828,27,94.48,9,2489.9,2025-02-21,In Process,1,2,2025,Classic Cars,89.31,S69_9697,Gibson Group,001-997-326-3452x602,3082 Nicholas Vista,Suite 446,West Kevinport,AZ,6044,Cape Verde,EMEA,Wright,Amy,Medium,PayPal
27100,33,106.22,8,3325.69,2025-06-19,Resolved,2,6,2025,Classic Cars,124.77,S33_5142,Murray Ltd,730.980.4792,17701 Riley Neck Apt. 062,Suite 443,Phillipmouth,MH,73801,Saint Kitts and Nevis,LATAM,Frey,Vincent,Medium,Credit Card
27694,8,131.58,8,1082.02,2025-04-19,Shipped,2,4,2025,Planes,147.47,S31_6328,Reyes-Carpenter,(960)714-9848x06421,52249 Vasquez Mews,Suite 530,Burgessmouth,PA,44087,Vietnam,EMEA,Downs,Edwin,Small,Credit Card
26825,45,66.51,1,2786.85,2025-03-10,Shipped,1,3,2025,Classic Cars,57.35,S64_4409,Turner-Hall,(202)921-7123x81824,694 Thomas Well,Suite 838,Teresaburgh,ND,34052,Tanzania,EMEA,Gonzalez,Kathryn,Medium,Credit Card
16410,6,127.39,2,668.77,2025-06-02,Shipped,2,6,2025,Vintage Cars,115.47,S10_1607,"Mendoza, Hurley and Lopez",(601)251-1234x983,0449 Ballard Heights Apt. 542,Suite 312,Anthonyhaven,ND,60772,Costa Rica,EMEA,Ryan,Eric,Small,PayPal
17362,20,36.43,7,699.34,2025-03-07,In Process,1,3,2025,Trains,35.42,S49_8193,"Vaughn, Webster and Ali",(640)789-3913x36570,71884 Nicholas Ridge Apt. 179,Apt. 045,North Melissa,VI,9315,Antarctica (the territory South of 60 deg S),LATAM,Silva,Charles,Small,Credit Card
